lat,lon,acc,bear,bearAcc,mag_x,mag_y,mag_z,heading,25_dbm,33_dbm,189_dbm,188_dbm,208_dbm,476_dbm,246_dbm,181_dbm,200_dbm,196_dbm,459_dbm,195_dbm,419_dbm,131_dbm,484_dbm,443_dbm,timestamp,intersection_points,label
24.7892319,120.994243,9.944999694824219,196.41041564941406,0.0,11.04,-40.26,17.82,151.14906,0,0,0,0,-91,0,0,-87,0,0,-70,0,0,0,0,0,16,0,1
24.7892319,120.994243,9.944999694824219,196.41041564941406,0.0,-8.16,-33.719997,26.16,151.34451,0,0,0,0,-91,0,0,-87,0,0,-70,0,0,0,0,0,16,0,1
24.7892156,120.9942468,9.746000289916992,193.38525390625,0.0,-6.7799997,-43.02,-11.099999,163.61072,0,0,0,0,-91,0,0,-87,0,0,-70,0,0,0,0,0,16,0,1
24.7892156,120.9942468,9.746000289916992,193.38525390625,0.0,-4.56,-43.2,-8.34,-177.4729,0,0,0,0,-91,0,0,-87,0,0,-70,0,0,0,0,0,16,0,1
24.7892003,120.9942478,9.793000221252441,191.6005401611328,0.0,5.58,-38.04,22.32,150.24532,0,0,0,0,-91,0,0,-87,0,0,-70,0,0,0,0,0,16,0,1
24.7892003,120.9942478,9.793000221252441,191.6005401611328,0.0,-13.679999,-34.68,16.26,153.58029,0,0,0,0,-91,0,0,-87,0,0,-70,0,0,0,0,0,16,0,1
24.7892003,120.9942478,9.793000221252441,191.6005401611328,0.0,-16.74,-35.579998,-16.92,139.09575,0,0,0,0,-91,0,0,-87,0,0,-70,0,0,0,0,0,16,0,1
24.7891857,120.9942494,9.869999885559082,189.8170928955078,0.0,-10.2,-40.079998,-0.24,174.04437,0,0,0,0,-91,0,0,-87,0,0,-70,0,0,0,0,0,16,0,1
24.7891857,120.9942494,9.869999885559082,189.8170928955078,0.0,-7.14,-35.7,19.199999,-159.85802,0,0,0,0,-91,0,0,-87,0,0,-70,0,0,0,0,0,16,0,1
24.7891712,120.994251,9.937000274658203,188.56240844726562,0.0,-19.859999,-37.38,-6.8399997,162.33783,0,0,0,0,-91,0,0,-87,0,0,-70,0,0,0,0,0,16,0,1
24.7891712,120.994251,9.937000274658203,188.56240844726562,0.0,29.22,-33.54,9.179999,171.87051,0,0,0,0,-91,0,0,-87,0,0,-70,0,0,0,0,0,16,0,1
24.7891712,120.994251,9.937000274658203,188.56240844726562,0.0,11.16,-41.7,0.71999997,166.80533,0,0,0,0,-91,0,0,-87,0,0,-70,0,0,0,0,0,16,0,1
24.7891712,120.994251,9.937000274658203,188.56240844726562,0.0,-25.98,-33.42,0.65999997,-157.5001,0,0,0,0,-81,0,0,-81,-82,0,0,0,0,0,0,0,16,0,1
24.789157,120.9942519,9.994000434875488,188.09893798828125,0.0,-22.199999,-36.36,-2.58,115.19099,0,0,0,0,-81,0,0,-81,-82,0,0,0,0,0,0,0,16,0,1
24.789157,120.9942519,9.994000434875488,188.09893798828125,0.0,10.08,-42.719997,5.8199997,161.84991,0,0,0,0,-81,0,0,-81,-82,0,0,0,0,0,0,0,16,0,1
24.789157,120.9942519,9.994000434875488,188.09893798828125,0.0,22.38,-35.52,15.599999,-87.304306,0,0,0,0,-81,0,0,-81,-82,0,0,0,0,0,0,0,16,0,1
24.789157,120.9942519,9.994000434875488,188.09893798828125,0.0,-21.72,-36.54,9.599999,167.0771,0,0,0,0,-81,0,0,-81,-82,0,0,0,0,0,0,0,16,0,1
24.7891413,120.9942528,9.979999542236328,187.44139099121094,0.0,-20.939999,-34.38,-21.6,129.30037,0,0,0,0,-81,0,0,-81,-82,0,0,0,0,0,0,0,16,0,1
24.7891269,120.9942527,10.027000427246094,187.08192443847656,0.0,3.6,-44.579998,-1.4399999,-176.56894,0,0,0,0,-81,0,0,-81,-82,0,0,0,0,0,0,0,16,0,1
24.7891269,120.9942527,10.027000427246094,187.08192443847656,0.0,0.35999998,-30.179998,32.219997,175.52892,0,0,0,0,-81,0,0,-81,-82,0,0,0,0,0,0,0,16,0,1
24.7891269,120.9942527,10.027000427246094,187.08192443847656,0.0,-24.779999,-26.64,-27.539999,150.60483,0,0,0,0,-81,0,0,-81,-82,0,0,0,0,0,0,0,16,0,1
24.7891269,120.9942527,10.027000427246094,187.08192443847656,0.0,-7.2,-31.8,-31.38,141.75371,0,0,0,0,-81,0,0,-81,-82,0,0,0,0,0,0,0,16,0,1
24.7891112,120.9942559,9.998000144958496,185.89012145996094,0.0,7.98,-41.04,13.74,101.8783,0,0,0,0,-81,0,0,-81,-82,0,0,0,0,0,0,0,16,0,1
24.7891112,120.9942559,9.998000144958496,185.89012145996094,0.0,-14.82,-35.219997,19.5,156.0759,0,0,0,0,-81,0,0,-81,-82,0,0,0,0,0,0,0,16,0,1
24.7890939,120.9942591,10.086000442504883,184.58616638183594,0.0,-18.359999,-33.6,-22.8,130.94917,0,0,0,0,-81,0,0,-81,-82,0,0,0,0,0,0,0,16,0,1
24.7890939,120.9942591,10.086000442504883,184.58616638183594,0.0,-5.94,-41.34,-18.84,-164.67932,0,0,0,0,-81,0,0,-81,-82,0,0,0,0,0,0,0,16,0,1
24.7890939,120.9942591,10.086000442504883,184.58616638183594,0.0,-0.9,-34.86,25.08,-179.85808,0,0,0,0,-81,0,0,-81,-82,0,0,0,0,0,0,0,16,0,1
24.7890939,120.9942591,10.086000442504883,184.58616638183594,0.0,-21.72,-30.119999,21.3,150.02118,0,0,0,0,-81,0,0,-81,-82,0,0,0,0,0,0,0,16,0,1
24.7890769,120.9942627,10.140000343322754,183.27525329589844,0.0,-29.64,-31.199999,3.4199998,145.601,0,0,0,0,-80,0,0,-79,-82,0,0,0,0,0,0,0,16,0,1
24.7890769,120.9942627,10.140000343322754,183.27525329589844,0.0,-4.98,-40.32,9.3,162.37587,0,0,0,0,-80,0,0,-79,-82,0,0,0,0,0,0,0,16,0,1
24.7890769,120.9942627,10.140000343322754,183.27525329589844,0.0,-5.7599998,-29.34,29.34,175.27452,0,0,0,0,-80,0,0,-79,-82,0,0,0,0,0,0,0,16,0,1
24.7890597,120.9942681,10.12399959564209,181.5500030517578,0.0,-21.06,-35.88,-13.08,143.17517,0,0,0,0,-80,0,0,-79,-82,0,0,0,0,0,0,0,16,0,1
24.7890597,120.9942681,10.12399959564209,181.5500030517578,0.0,-9.54,-39.0,-21.72,-169.51555,0,0,0,0,-80,0,0,-79,-82,0,0,0,0,0,0,0,16,0,1
24.7890439,120.9942705,10.065999984741211,180.7014617919922,0.0,13.139999,-40.8,17.52,133.17908,0,0,0,0,-80,0,0,-79,-82,0,0,0,0,0,0,0,16,0,1
24.7890439,120.9942705,10.065999984741211,180.7014617919922,0.0,-6.8399997,-39.96,18.42,154.90794,0,0,0,0,-80,0,0,-79,-82,0,0,0,0,0,0,0,16,0,1
24.7890439,120.9942705,10.065999984741211,180.7014617919922,0.0,4.38,-32.94,-32.1,153.40092,0,0,0,0,-80,0,0,-79,-82,0,0,0,0,0,0,0,16,0,1
24.7890439,120.9942705,10.065999984741211,180.7014617919922,0.0,10.679999,-40.68,-16.98,-152.31422,0,0,0,0,-80,0,0,-79,-82,0,0,0,0,0,0,0,16,0,1
24.78903,120.9942762,9.99899959564209,178.97706604003906,0.0,7.8599997,-35.34,22.619999,175.82753,0,0,0,0,-80,0,0,-79,-82,0,0,0,0,0,0,0,16,0,1
24.7890128,120.9942793,9.913000106811523,178.4261016845703,0.0,-9.12,-40.44,-2.28,176.12857,0,0,0,0,-80,0,0,-79,-82,0,0,0,0,0,0,0,16,0,1
24.7890128,120.9942793,9.913000106811523,178.4261016845703,0.0,-4.74,-40.14,-15.9,150.09952,0,0,0,0,-80,0,0,-79,-82,0,0,0,0,0,0,0,16,0,1
24.7890128,120.9942793,9.913000106811523,178.4261016845703,0.0,16.26,-38.04,16.56,126.39456,0,0,0,0,-80,0,0,-79,-82,0,0,0,0,0,0,0,16,0,1
24.7890128,120.9942793,9.913000106811523,178.4261016845703,0.0,-7.9199996,-24.9,34.98,161.56047,0,0,0,0,-80,0,0,-79,-82,0,0,0,0,0,0,0,16,0,1
24.7889947,120.9942825,9.935999870300293,177.8556671142578,0.0,-17.22,-38.82,1.5,-42.156124,0,0,0,0,-80,0,0,-79,-82,0,0,0,0,0,0,0,16,0,1
24.7889947,120.9942825,9.935999870300293,177.8556671142578,0.0,-6.0,-43.44,-5.22,-177.91055,0,0,0,0,-80,0,0,-79,-82,0,0,0,0,0,0,0,16,0,1
24.7889947,120.9942825,9.935999870300293,177.8556671142578,0.0,1.1999999,-39.239998,19.68,170.2652,0,0,0,0,-80,0,0,-79,-82,0,0,0,0,0,0,0,16,0,1
24.7889947,120.9942825,9.935999870300293,177.8556671142578,0.0,-7.98,-39.899998,15.42,158.03871,0,0,0,0,-80,0,0,-79,-82,0,0,0,0,0,0,0,16,0,1
24.788978,120.9942858,9.949000358581543,176.9772491455078,0.0,-7.5,-39.6,-14.639999,141.03343,0,0,0,0,-80,0,0,-79,-82,0,0,0,0,0,0,0,16,0,1
24.788963,120.994288,9.979000091552734,176.3368377685547,0.0,21.539999,-37.26,13.92,154.1845,0,0,0,0,-80,0,0,-79,-82,0,0,0,0,0,0,0,16,0,1
24.788963,120.994288,9.979000091552734,176.3368377685547,0.0,3.84,-40.379997,12.9,154.33952,0,0,0,0,-80,0,0,-79,-82,0,0,0,0,0,0,0,16,0,1
24.788963,120.994288,9.979000091552734,176.3368377685547,0.0,-13.5,-41.04,-7.5,-179.99202,0,0,0,0,-80,0,0,-79,-82,0,0,0,0,0,0,0,16,0,1
24.788963,120.994288,9.979000091552734,176.3368377685547,0.0,-9.719999,-40.92,-9.36,-110.77658,0,0,0,0,-80,0,0,-79,-82,0,0,0,0,0,0,0,16,0,1
24.788946,120.9942911,9.95300006866455,175.25193786621094,0.0,7.5,-38.1,18.18,-178.1576,0,0,0,0,-80,0,0,-79,-82,0,0,0,0,0,0,0,16,0,1
24.788946,120.9942911,9.95300006866455,175.25193786621094,0.0,-15.66,-32.1,20.4,152.22173,0,0,0,0,-80,0,0,-79,-82,0,0,0,0,0,0,0,16,0,1
24.7890091,120.99499,10.095999717712402,3.0796666145324707,0.0,-37.559998,23.88,-12.059999,-28.084833,-78,-78,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7890091,120.99499,10.095999717712402,3.0796666145324707,0.0,-21.24,23.22,32.1,2.6019137,-78,-78,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7890292,120.9949913,10.059000015258789,3.153878927230835,0.0,-42.6,14.099999,-6.18,-82.56483,-78,-78,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7890292,120.9949913,10.059000015258789,3.153878927230835,0.0,-33.6,-2.34,-25.14,-114.986755,-78,-78,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7890292,120.9949913,10.059000015258789,3.153878927230835,0.0,-27.24,28.38,12.24,81.23758,-78,-78,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7890292,120.9949913,10.059000015258789,3.153878927230835,0.0,-35.579998,18.06,12.059999,51.520977,-78,-78,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7890511,120.9949922,10.052000045776367,3.102386236190796,0.0,-33.36,-7.02,-25.08,-46.812283,-78,-78,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7890511,120.9949922,10.052000045776367,3.102386236190796,0.0,-27.779999,31.38,3.06,35.915295,-78,-78,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7890511,120.9949922,10.052000045776367,3.102386236190796,0.0,-28.38,6.66,28.019999,69.84426,-78,-78,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7890753,120.9949934,10.185999870300293,2.862330913543701,0.0,-39.12,-1.62,-14.219999,-76.66062,-78,-78,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7890753,120.9949934,10.185999870300293,2.862330913543701,0.0,-31.679998,22.56,-15.719999,-55.225735,-78,-78,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7890753,120.9949934,10.185999870300293,2.862330913543701,0.0,-27.66,17.58,26.099998,56.808285,-78,-78,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7890969,120.9949947,10.309000015258789,2.6776044368743896,0.0,-41.52,8.04,1.8,81.22142,-78,-78,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7890969,120.9949947,10.309000015258789,2.6776044368743896,0.0,-32.16,-14.28,-22.32,-99.73016,-78,-78,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7891184,120.9949957,10.322999954223633,1.5910464525222778,0.0,-31.32,25.26,11.219999,119.12985,-78,-78,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7891184,120.9949957,10.322999954223633,1.5910464525222778,0.0,-36.239998,6.18,15.9,76.83624,-78,-78,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7891399,120.9949965,10.354999542236328,1.0928122997283936,0.0,-26.88,-7.14,-28.8,-88.01303,-78,-78,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7891399,120.9949965,10.354999542236328,1.0928122997283936,0.0,-26.16,24.06,-14.04,5.2500124,-78,-78,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7891399,120.9949965,10.354999542236328,1.0928122997283936,0.0,-35.579998,-4.44,6.42,-5.8338723,-78,-78,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7891604,120.9949957,10.32699966430664,358.0054626464844,0.0,-30.96,-9.599999,-21.9,-109.10211,-78,-78,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7891604,120.9949957,10.32699966430664,358.0054626464844,0.0,-23.279999,-3.0,-33.66,-108.29867,-78,-78,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7891604,120.9949957,10.32699966430664,358.0054626464844,0.0,-34.5,20.939999,2.34,65.706566,-78,-78,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.789177,120.994993,10.312999725341797,352.73602294921875,0.0,-41.16,8.94,5.1,69.95822,-78,-78,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.789177,120.994993,10.312999725341797,352.73602294921875,0.0,-20.939999,-13.38,-36.78,-62.18852,-78,-78,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.789177,120.994993,10.312999725341797,352.73602294921875,0.0,-34.62,28.859999,-9.54,37.54001,-78,-78,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.789177,120.994993,10.312999725341797,352.73602294921875,0.0,-39.42,-11.759999,10.74,-129.74852,-78,-78,0,-69,0,0,0,0,0,0,0,0,0,0,0,0,16,0,1
24.7896016,120.9947093,10.053000450134277,285.72979736328125,0.0,-9.0,15.54,-38.7,-28.069,-88,0,0,0,-90,0,0,-88,0,0,0,0,0,0,0,0,16,0,1
24.7896016,120.9947093,10.053000450134277,285.72979736328125,0.0,-12.54,11.759999,-39.48,-28.556664,-88,0,0,0,-90,0,0,-88,0,0,0,0,0,0,0,0,16,0,1
24.7896042,120.9946968,9.967000007629395,282.17681884765625,0.0,-8.16,-3.4199998,-41.579998,-88.92876,-88,0,0,0,-90,0,0,-88,0,0,0,0,0,0,0,0,16,0,1
24.7896042,120.9946968,9.967000007629395,282.17681884765625,0.0,-13.5,0.78,-39.84,-92.58188,-88,0,0,0,-90,0,0,-88,0,0,0,0,0,0,0,0,16,0,1
24.7896042,120.9946968,9.967000007629395,282.17681884765625,0.0,-10.08,11.639999,-40.079998,2.831007,-88,0,0,0,-90,0,0,-88,0,0,0,0,0,0,0,0,16,0,1
24.7896042,120.9946968,9.967000007629395,282.17681884765625,0.0,-8.22,-8.04,-41.04,-103.49224,-88,0,0,0,-90,0,0,-88,0,0,0,0,0,0,0,0,16,0,1
24.7896067,120.9946833,10.020999908447266,285.0398254394531,0.0,0.12,-8.4,-41.7,-108.34274,-88,0,0,0,-90,0,0,-88,0,0,0,0,0,0,0,0,16,0,1
24.7896067,120.9946833,10.020999908447266,285.0398254394531,0.0,-0.06,4.92,-42.899998,-82.28967,-88,0,0,0,-90,0,0,-88,0,0,0,0,0,0,0,0,16,0,1
24.7896099,120.9946722,10.031999588012695,286.63934326171875,0.0,-8.88,16.38,-39.66,-41.09026,-88,0,0,0,-90,0,0,-88,0,0,0,0,0,0,0,0,16,0,1
24.7896099,120.9946722,10.031999588012695,286.63934326171875,0.0,-3.1799998,-3.24,-42.96,-102.989334,-88,0,0,0,-90,0,0,-88,0,0,0,0,0,0,0,0,16,0,1
24.7896099,120.9946722,10.031999588012695,286.63934326171875,0.0,-11.04,-9.96,-39.239998,-78.39637,-88,0,0,0,-90,0,0,-88,0,0,0,0,0,0,0,0,16,0,1
24.7896114,120.9946606,9.987000465393066,283.7295227050781,0.0,-19.92,13.62,-35.7,-26.501238,-88,0,0,0,-90,0,0,-88,0,0,0,0,0,0,0,0,16,0,1
24.7896114,120.9946606,9.987000465393066,283.7295227050781,0.0,-21.9,12.599999,-33.54,-26.872969,-88,0,0,0,-90,0,0,-88,0,0,0,0,0,0,0,0,16,0,1
24.7896105,120.9946485,9.807999610900879,279.0911560058594,0.0,-4.02,-24.9,-34.02,6.547905,-88,0,0,0,-90,0,0,-88,0,0,0,0,0,0,0,0,16,0,1
24.7896105,120.9946485,9.807999610900879,279.0911560058594,0.0,-19.859999,-12.179999,-34.44,-111.53021,-88,0,0,0,-90,0,0,-88,0,0,0,0,0,0,0,0,16,0,1
24.7896105,120.9946485,9.807999610900879,279.0911560058594,0.0,-17.82,10.86,-36.0,58.16141,-88,0,0,0,-90,0,0,-88,0,0,0,0,0,0,0,0,16,0,1
24.7896092,120.9946354,9.770999908447266,275.5700378417969,0.0,-12.059999,-11.16,-38.16,-108.84672,-88,0,0,0,-90,0,0,-88,0,0,0,0,0,0,0,0,16,0,1
24.7896092,120.9946354,9.770999908447266,275.5700378417969,0.0,4.02,-33.54,-25.92,-175.6519,-88,0,0,0,-90,0,0,-88,0,0,0,0,0,0,0,0,16,0,1
24.7896071,120.9946228,9.890000343322754,272.8919372558594,0.0,-15.66,-9.24,-37.98,-108.524,-88,0,0,0,-90,0,0,-88,0,0,0,0,0,0,0,0,16,0,1
24.7896071,120.9946228,9.890000343322754,272.8919372558594,0.0,-9.66,-1.5,-40.92,70.04536,-88,0,0,0,-90,0,0,-88,0,0,0,0,0,0,0,0,16,0,1
24.7896071,120.9946228,9.890000343322754,272.8919372558594,0.0,5.52,-21.18,-37.14,-150.8582,-88,0,0,0,-90,0,0,-88,0,0,0,0,0,0,0,0,16,0,1
24.7896071,120.9946228,9.890000343322754,272.8919372558594,0.0,3.36,-35.64,-18.96,-159.31882,-88,0,0,0,-90,0,0,-88,0,0,0,0,0,0,0,0,16,0,1
24.7896044,120.9946088,9.973999977111816,270.30816650390625,0.0,-4.3199997,-4.5,-42.059998,-47.281822,-88,0,0,0,-90,0,0,-88,0,0,0,0,0,0,0,0,16,0,1
24.7896044,120.9946088,9.973999977111816,270.30816650390625,0.0,-2.34,-4.14,-41.94,-43.40034,-88,0,0,0,-90,0,0,-88,0,0,0,0,0,0,0,0,16,0,1
24.7896018,120.994595,9.97599983215332,268.14483642578125,0.0,23.279999,-30.72,-23.34,13.935381,-88,0,0,0,-90,0,0,-88,0,0,0,0,0,0,0,0,16,0,1
24.7896018,120.994595,9.97599983215332,268.14483642578125,0.0,10.38,-29.099998,-30.0,-133.39821,-88,0,0,0,-90,0,0,-88,0,0,0,0,0,0,0,0,16,0,1
24.7896018,120.994595,9.97599983215332,268.14483642578125,0.0,-7.8599997,-0.17999999,-41.52,75.82134,-88,0,0,0,-90,0,0,-88,0,0,0,0,0,0,0,0,16,0,1
24.7895992,120.9945818,9.934000015258789,266.3302307128906,0.0,2.34,-10.92,-41.1,-93.2865,-88,0,0,0,-90,0,0,-88,0,0,0,0,0,0,0,0,16,0,1
24.7895992,120.9945818,9.934000015258789,266.3302307128906,0.0,15.299999,-35.94,-18.539999,-163.75868,-88,0,0,0,-90,0,0,-88,0,0,0,0,0,0,0,0,16,0,1
24.7895971,120.9945675,9.979000091552734,265.27508544921875,0.0,-7.56,-13.38,-38.82,-111.196205,-88,0,0,0,-90,0,0,-88,0,0,0,0,0,0,0,0,16,0,1
24.7895971,120.9945675,9.979000091552734,265.27508544921875,0.0,-13.0199995,-2.82,-40.379997,73.10031,-88,0,0,0,-90,0,0,-88,0,0,0,0,0,0,0,0,16,0,1
24.7895971,120.9945675,9.979000091552734,265.27508544921875,0.0,12.24,-27.3,-29.64,-131.15105,-88,0,0,0,-90,0,0,-88,0,0,0,0,0,0,0,0,16,0,1
24.7895971,120.9945675,9.979000091552734,265.27508544921875,0.0,8.4,-38.82,-12.84,175.00195,-88,0,0,0,-90,0,0,-88,0,0,0,0,0,0,0,0,16,0,1
24.7894888,120.9943538,10.041999816894531,233.537109375,0.0,0.48,-40.8,3.1799998,174.46552,0,-93,0,0,-95,0,0,-87,0,0,0,0,0,0,0,0,16,0,1
24.789477,120.9943465,10.04800033569336,230.1250762939453,0.0,-12.599999,-28.26,-25.199999,57.8148,0,-93,0,0,-95,0,0,-87,0,0,0,0,0,0,0,0,16,0,1
24.789477,120.9943465,10.04800033569336,230.1250762939453,0.0,-4.02,-35.16,-21.119999,-148.60439,0,-93,0,0,-95,0,0,-87,0,0,0,0,0,0,0,0,16,0,1
24.7894673,120.9943387,10.071000099182129,228.7416229248047,0.0,10.8,-40.62,10.32,64.58372,0,-93,0,0,-95,0,0,-87,0,0,0,0,0,0,0,0,16,0,1
24.7894673,120.9943387,10.071000099182129,228.7416229248047,0.0,-12.36,-38.28,0.9,175.11801,0,-93,0,0,-95,0,0,-87,0,0,0,0,0,0,0,0,16,0,1
24.7894673,120.9943387,10.071000099182129,228.7416229248047,0.0,-12.24,-33.54,-21.66,100.59977,0,-93,0,0,-95,0,0,-87,0,0,0,0,0,0,0,0,16,0,1
24.7894532,120.9943327,10.140000343322754,224.80294799804688,0.0,6.0,-40.86,-9.42,-165.19757,0,-93,0,0,-95,0,0,-87,0,0,0,0,0,0,0,0,16,0,1
24.7894532,120.9943327,10.140000343322754,224.80294799804688,0.0,4.5,-37.2,17.94,175.8252,0,-93,0,0,-95,0,0,-87,0,0,0,0,0,0,0,0,16,0,1
24.7894532,120.9943327,10.140000343322754,224.80294799804688,0.0,-13.32,-36.12,-12.0,-175.2298,0,-93,0,0,-95,0,0,-87,0,0,0,0,0,0,0,0,16,0,1
24.7894413,120.9943272,10.156999588012695,221.70616149902344,0.0,-7.98,-28.26,-30.539999,128.06808,0,-93,0,0,-95,0,0,-87,0,0,0,0,0,0,0,0,16,0,1
24.7894413,120.9943272,10.156999588012695,221.70616149902344,0.0,14.4,-40.26,-4.08,3.0055244,0,-93,0,0,-95,0,0,-87,0,0,0,0,0,0,0,0,16,0,1
24.7894413,120.9943272,10.156999588012695,221.70616149902344,0.0,-2.1599998,-36.66,16.32,172.61092,0,-93,0,0,-95,0,0,-87,0,0,0,0,0,0,0,0,16,0,1
24.7894293,120.9943224,10.125,218.54319763183594,0.0,-12.599999,-29.88,-26.099998,-160.04826,0,-93,0,0,-95,0,0,-87,0,0,0,0,0,0,0,0,16,0,1
24.7894293,120.9943224,10.125,218.54319763183594,0.0,0.42,-35.219997,-23.16,-175.67474,0,-93,0,0,-95,0,0,-87,0,0,0,0,0,0,0,0,16,0,1
24.7894293,120.9943224,10.125,218.54319763183594,0.0,14.7,-41.82,6.48,134.96104,0,-93,0,0,-95,0,0,-87,0,0,0,0,0,0,0,0,16,0,1
24.789456,120.9949165,8.954000473022461,337.6346435546875,0.0,-2.04,-12.3,-41.219997,-78.755745,-90,-82,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,17,0,1
24.789456,120.9949165,8.954000473022461,337.6346435546875,0.0,-11.04,-8.099999,-40.2,-104.30427,-90,-82,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,17,0,1
24.7894694,120.9949078,9.076000213623047,335.5431823730469,0.0,-28.859999,27.72,-2.28,44.234013,-90,-82,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,17,0,1
24.7894694,120.9949078,9.076000213623047,335.5431823730469,0.0,-22.619999,14.28,-31.679998,-87.630936,-90,-82,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,17,0,1
24.7894694,120.9949078,9.076000213623047,335.5431823730469,0.0,-0.42,-25.74,-34.14,47.13903,-90,-82,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,17,0,1
24.7894694,120.9949078,9.076000213623047,335.5431823730469,0.0,-19.32,33.36,-18.42,-11.852682,-90,-82,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,17,0,1
24.7894694,120.9949078,9.076000213623047,335.5431823730469,0.0,-26.699999,33.66,6.54,36.113605,-90,-82,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,17,0,1
24.7894824,120.9948968,9.086999893188477,331.9986267089844,0.0,-13.38,-8.82,-40.44,-74.57024,-90,-82,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,17,0,1
24.7894824,120.9948968,9.086999893188477,331.9986267089844,0.0,-18.06,-9.12,-38.219997,-100.09561,-90,-82,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,17,0,1
24.7894935,120.9948872,9.019000053405762,329.9673156738281,0.0,-26.46,34.079998,-1.8,38.17101,-90,-82,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,17,0,1
24.7894935,120.9948872,9.019000053405762,329.9673156738281,0.0,-29.34,20.699999,-23.22,-38.349197,-90,-82,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,17,0,1
24.7895046,120.9948746,9.315999984741211,326.56884765625,0.0,-1.4399999,-27.119999,-33.96,62.880653,-90,-82,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,17,0,1
24.7895046,120.9948746,9.315999984741211,326.56884765625,0.0,-16.56,25.619999,-31.619999,-3.701997,-90,-82,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,17,0,1
24.7895046,120.9948746,9.315999984741211,326.56884765625,0.0,-36.059998,15.42,-16.859999,68.89776,-90,-82,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,17,0,1
24.7895155,120.9948638,9.776000022888184,325.0771789550781,0.0,6.2999997,-7.14,-45.239998,-80.72229,-87,-88,0,0,0,0,0,-88,0,0,0,0,0,0,0,0,17,0,1
24.7895155,120.9948638,9.776000022888184,325.0771789550781,0.0,0.42,-15.719999,-43.079998,-109.31688,-87,-88,0,0,0,0,0,-88,0,0,0,0,0,0,0,0,17,0,1
24.7895155,120.9948638,9.776000022888184,325.0771789550781,0.0,-32.46,12.3,-26.34,75.104034,-87,-88,0,0,0,0,0,-88,0,0,0,0,0,0,0,0,17,0,1
24.7895155,120.9948638,9.776000022888184,325.0771789550781,0.0,-23.58,6.06,-36.719997,-57.181816,-87,-88,0,0,0,0,0,-88,0,0,0,0,0,0,0,0,17,0,1
24.7895269,120.99485,9.866000175476074,322.62713623046875,0.0,7.62,-28.08,-34.8,9.931141,-87,-88,0,0,0,0,0,-88,0,0,0,0,0,0,0,0,17,0,1
24.7895269,120.99485,9.866000175476074,322.62713623046875,0.0,-18.18,17.34,-36.059998,-8.725748,-87,-88,0,0,0,0,0,-88,0,0,0,0,0,0,0,0,17,0,1
24.7895269,120.99485,9.866000175476074,322.62713623046875,0.0,-30.96,14.88,-25.619999,69.7011,-87,-88,0,0,0,0,0,-88,0,0,0,0,0,0,0,0,17,0,1
